,Unnamed: 0,ARTCLASS,ARTDESCRIP,BLOCKNBR,COMPKEY,DIRHI,DIRLO,FID,FLOW,INTKEYLO,INTRHI,INTRLO,NATIONHWYS,OBJECTID,ONEWAY,ONEWAYDIR,OWNER,PVMTCATEGO,PVMTCONDIN,PVMTCOND_1,SEGDIR,SEGLENGTH,SHAPE,SHAPE_Leng,SLOPE_PCT,SPEEDLIMIT,STATUS,STNAME_ORD,STREETTYPE,SURFACETYP,SURFACET_1,SURFACEWID,Shape__Length,TRANCLASS,TRANDESCRI,UNITDESC,UNITIDSORT,XSTRHI,XSTRLO
19946,19946,2,Minor Arterial,200,8509,SE,NW,19947, ,30397,9TH AVE AND ALDER ST,8TH AVE AND SPRUCE ST,N,19947,N, , ,ART,74,0,NW,306.0,"{'paths': [[[-13616838.7520074, 6041010.94879196], [-13616896.3338525, 6041104.5869147], [-13616910.8184097, 6041128.97659474]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",305.79637484892703,8,25,INSVC,9TH AVE,Urban Village Neighborhood,PCC, ,41,138.29269851192498,3,MINOR TRANSIT ROUTE,9TH AVE BETWEEN SPRUCE ST AND ALDER ST,048900020,ALDER ST,SPRUCE ST
19947,19947,1,Principal Arterial,700,8535,S,N,19948, ,28743,9TH AVE N AND WESTLAKE AVE N,9TH AVE N AND ROY ST,Y,19948,N, , ,ART,85,0,N,649.0,"{'paths': [[[-13618797.0138806, 6044758.34595883], [-13618784.4652559, 6045051.97328226]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",649.043652826631,1,30,INSVC,9TH AVE N,Urban Village Main,PCC, ,56,293.895343697406,3,MINOR TRANSIT ROUTE,9TH AVE N BETWEEN BROAD E ST AND WESTLAKE AVE N,048950070,WESTLAKE AVE N,BROAD E ST
19974,19974,2,Minor Arterial,200,9074,SW,NE,19975,F,29690,3RD AVE AND BATTERY ST,2ND AVE AND BATTERY ST,N,19975,Y,NE, ,ART,70,0,NE,322.0,"{'paths': [[[-13619600.5722281, 6043010.32171002], [-13619504.8464188, 6043120.07304915]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",322.109769612037,1,25,INSVC,BATTERY ST,Downtown Neighborhood,PCC, ,44,145.632369400466,3,MINOR TRANSIT ROUTE,BATTERY ST BETWEEN 2ND AVE AND 3RD AVE,053550020,3RD AVE,2ND AVE
19980,19980,0,Not Designated,700,9204,SW,NE,19981,T,29520,8TH AVE AND BELL ST,7TH AVE AND BELL ST,N,19981,Y,SW, ,NON-ART,52,0,NE,322.0,"{'paths': [[[-13618977.2306447, 6043432.10220793], [-13618910.7680962, 6043508.30555321], [-13618881.5429781, 6043541.80802394]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",321.96269538694304,6,20,INSVC,BELL ST,Downtown Neighborhood Access,PCC, ,42,145.57299077542498,0,NOT DESIGNATED,BELL ST BETWEEN 7TH AVE AND 8TH AVE,054250070,8TH AVE,7TH AVE
19987,19987,0,Not Designated,1500,9374,S,N,19988, ,29743,BOYLSTON AVE AND E PINE ST,BOYLSTON AVE AND E PIKE ST,N,19988,N, , ,NON-ART,25,0,N,424.0,"{'paths': [[[-13616978.7647867, 6042888.31655237], [-13616978.8173955, 6042894.24402777], [-13616980.3222746, 6043080.05951197]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",423.55432073075104,2,20,INSVC,BOYLSTON AVE,Urban Village Neighborhood Access,AC, ,25,191.74928679721802,0,NOT DESIGNATED,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,056200150,E PINE ST,E PIKE ST
19991,19991,2,Minor Arterial,500,9455,S,N,19992, ,29019,BROADWAY E AND E MERCER ST,BROADWAY E AND E REPUBLICAN ST,N,19992,N, , ,ART,64,0,N,416.0,"{'paths': [[[-13616703.0021543, 6044384.36937045], [-13616705.0201609, 6044572.67437894]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",415.89832137660795,1,25,INSVC,BROADWAY E,Urban Village Neighborhood,PCC, ,54,188.31582135635298,2,MAJOR TRANSIT ROUTE,BROADWAY E BETWEEN E REPUBLICAN ST AND E MERCER ST,057400050,E MERCER ST,E REPUBLICAN ST
19992,19992,0,Not Designated,1100,9472,S,N,19993, ,29767,BROADWAY CT AND E UNION ST,BROADWAY CT AND E SENECA ST,N,19993,N, , ,NON-ART,0,0,N,281.0,"{'paths': [[[-13616584.7584361, 6042575.19350967], [-13616584.2067223, 6042699.21644849], [-13616584.1934094, 6042702.20922781]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",280.578518402245,2,20,INSVC,BROADWAY CT,Urban Village Neighborhood Access,AC/PCC, ,0,127.016974884185,0,NOT DESIGNATED,BROADWAY CT BETWEEN E SENECA ST AND E UNION ST,057450111,E UNION ST,E SENECA ST
19993,19993,3,Collector Arterial,4100,9479,S,N,19994, ,27104,BROOKLYN AVE NE AND NE 42ND ST,BROOKLYN AVE NE AND NE 41ST ST,N,19994,N, , ,ART,23,0,N,540.0,"{'paths': [[[-13615976.9722842, 6049955.28776708], [-13615972.6408112, 6050199.96261502]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",540.10317269216,6,30,INSVC,BROOKLYN AVE NE,Urban Village Neighborhood,AC/PCC, ,45,244.713184917231,2,MAJOR TRANSIT ROUTE,BROOKLYN AVE NE BETWEEN NE 41ST ST AND NE 42ND ST,057650410,NE 42ND ST,NE 41ST ST
19998,19998,2,Minor Arterial,4400,9552,N,S,19999, ,31893,CALIFORNIA AVE SW AND SW OREGON ST,CALIFORNIA AVE SW AND SW GENESEE ST,N,19999,N, , ,ART,74,0,S,660.0,"{'paths': [[[-13624033.0951122, 6034742.9027184], [-13624033.5082109, 6034444.51766838]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",659.7421457836509,4,30,INSVC,CALIFORNIA AVE SW,Urban Village Neighborhood,AC/PCC, ,48,298.385335975087,2,MAJOR TRANSIT ROUTE,CALIFORNIA AVE SW BETWEEN SW GENESEE ST AND SW OREGON ST,057900440,SW OREGON ST,SW GENESEE ST
20007,20007,2,Minor Arterial,2300,8287,SE,NW,20008, ,29513,8TH AVE AND DENNY WAY,8TH AVE AND BELL ST,N,21605,N, , ,ART,66,0,NW,288.0,"{'paths': [[[-13618881.5429781, 6043541.80802394], [-13618979.266121, 6043627.58405139]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",287.69595833038,3,25,INSVC,8TH AVE,Downtown Neighborhood,PCC, ,56,130.028225953482,3,MINOR TRANSIT ROUTE,8TH AVE BETWEEN BELL ST AND DENNY WAY,047850230,DENNY WAY,BELL ST
20020,20020,0,Not Designated,300,9293,SW,NE,20021,F,29547,4TH AVE AND BLANCHARD ST,3RD AVE AND BLANCHARD ST,N,21616,Y,NE, ,NON-ART,25,0,NE,322.0,"{'paths': [[[-13619215.428537, 6042866.20460645], [-13619119.7289753, 6042975.90134379]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",321.986088869778,2,20,INSVC,BLANCHARD ST,Downtown Neighborhood Access,AC, ,42,145.573968439756,2,MAJOR TRANSIT ROUTE,BLANCHARD ST BETWEEN 3RD AVE AND 4TH AVE,055450030,4TH AVE,3RD AVE
20022,20022,1,Principal Arterial,0,9411,SW,NE,20023, ,29680,BROAD ST AND WESTERN AVE,BROAD ST AND ELLIOTT AVE,Y,21617,N, , ,ART,92,0,NE,322.0,"{'paths': [[[-13620409.9419005, 6043138.98027801], [-13620314.3557211, 6043248.81368924]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",322.037890961576,10,25,INSVC,BROAD ST,Downtown,AC/PCC, ,64,145.602527134357,3,MINOR TRANSIT ROUTE,BROAD ST BETWEEN ELLIOTT AVE AND WESTERN AVE,057000002,WESTERN AVE,ELLIOTT AVE
20025,20025,0,Not Designated,1000,9668,SW,NE,20026, ,29941,BOREN AVE AND CHERRY ST,CHERRY ST AND TERRY AVE,N,21620,N, , ,NON-ART,12,0,NE,322.0,"{'paths': [[[-13617078.0733265, 6041676.75812978], [-13616954.3565755, 6041753.46542911]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",322.302202829666,3,20,INSVC,CHERRY ST,Urban Village Neighborhood Access,AC, ,30,145.56731863316298,0,NOT DESIGNATED,CHERRY ST BETWEEN TERRY AVE AND BOREN AVE,059000100,BOREN AVE,TERRY AVE
20048,20048,0,Not Designated,800,11374,SW,NE,20049, ,29528,9TH AVE AND LENORA ST,LENORA ST AND WESTLAKE AVE,N,21643,N, , ,NON-ART,0,0,NE,322.0,"{'paths': [[[-13618592.0234877, 6043287.97921043], [-13618496.5467414, 6043397.62982028]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",321.56871512269197,2,20,INSVC,LENORA ST,Downtown Neighborhood Access,AC/PCC, ,0,145.392796647307,3,MINOR TRANSIT ROUTE,LENORA ST BETWEEN 8TH AVE AND 9TH AVE,081950080,9TH AVE,8TH AVE
20053,20053,0,Not Designated,500,11701,N,S,20054, ,30515,MAYNARD AVE S AND S WELLER ST,MAYNARD AVE S AND S KING ST,N,21648,N, , ,NON-ART,100,0,S,306.0,"{'paths': [[[-13617163.2381292, 6040293.1299606], [-13617163.6176202, 6040154.63976443]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",306.009282781102,3,20,INSVC,MAYNARD AVE S,Downtown Neighborhood Access,AC, ,46,138.490716101847,0,NOT DESIGNATED,MAYNARD AVE S BETWEEN S KING ST AND S WELLER ST,085250050,S WELLER ST,S KING ST
20055,20055,0,Not Designated,800,11870,SE,NW,20056, ,29798,MARION ST AND MINOR AVE,COLUMBIA ST AND MINOR AVE,N,21650,N, , ,NON-ART,7,7,NW,306.0,"{'paths': [[[-13616903.4225859, 6041947.91868585], [-13616930.752397, 6041992.29827899], [-13616953.9753483, 6042030.04972108], [-13616975.997879, 6042065.81723693]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",306.104718500285,4,20,INSVC,MINOR AVE,Urban Village Neighborhood Access,AC,AC,66,138.445810269037,0,NOT DESIGNATED,MINOR AVE BETWEEN COLUMBIA ST AND MARION ST,086650080,MARION ST,COLUMBIA ST
20058,20058,0,Not Designated,6800,12065,SE,NW,20059, ,24480,OSWEGO PL NE AND NE 70TH ST,OSWEGO PL NE AND NE 68TH ST,N,21653,N, , ,NON-ART,74,0,NW,586.0,"{'paths': [[[-13616872.9008185, 6053427.85350261], [-13616915.693616, 6053496.40187323], [-13617013.4506912, 6053652.99391727]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",586.049936366607,1,20,INSVC,OSWEGO PL NE,Urban Village Neighborhood Access,PCC, ,40,265.410009300046,0,NOT DESIGNATED,OSWEGO PL NE BETWEEN NE 68TH ST AND NE 70TH ST,089950680,NE 70TH ST,NE 68TH ST
20067,20067,1,Principal Arterial,0,12679,W,E,20068, ,28618,1ST AVE N AND ROY ST,QUEEN ANNE AVE N AND ROY ST,Y,21662,N, , ,ART,78,0,E,322.0,"{'paths': [[[-13620685.8400205, 6044768.41744934], [-13620540.4797555, 6044768.10736152]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",322.002941705318,2,25,INSVC,ROY ST,Urban Village Main,AC/PCC, ,43,145.360595781994,2,MAJOR TRANSIT ROUTE,ROY ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE N,095200009,1ST AVE N,QUEEN ANNE AVE N
20071,20071,0,Not Designated,1000,12981,SE,NW,20072, ,29787,SPRING ST AND SUMMIT AVE,MADISON ST AND SUMMIT AVE,N,21666,N, , ,NON-ART,15,0,NW,306.0,"{'paths': [[[-13616924.9242633, 6042260.3043258], [-13616942.3406532, 6042288.56193168], [-13616962.1091011, 6042320.60675388], [-13616997.6043856, 6042378.18179305]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",306.176124146508,2,20,INSVC,SUMMIT AVE,Urban Village Neighborhood Access,AC, ,32,138.482843320655,0,NOT DESIGNATED,SUMMIT AVE BETWEEN MADISON ST AND SPRING ST,098750100,SPRING ST,MADISON ST
20073,20073,0,Not Designated,1200,13109,SE,NW,20074, ,29908,TERRY AVE AND UNIVERSITY ST,SENECA ST AND TERRY AVE,N,21668,N, , ,NON-ART,93,0,NW,306.0,"{'paths': [[[-13617441.1482702, 6042265.94060583], [-13617480.4749964, 6042329.71535345], [-13617513.7888393, 6042383.71243471]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",305.931356897324,5,20,INSVC,TERRY AVE,Urban Village Neighborhood Access,PCC, ,34,138.372165547004,0,NOT DESIGNATED,TERRY AVE BETWEEN SENECA ST AND UNIVERSITY ST,100400120,UNIVERSITY ST,SENECA ST
20074,20074,1,Principal Arterial,600,13184,SW,NE,20075,T,29912,7TH AVE AND UNION ST,6TH AVE AND UNION ST,N,21669,Y,SW, ,ART,80,0,NE,322.0,"{'paths': [[[-13618109.167079, 6042240.99149485], [-13617985.6767568, 6042317.66008841]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",321.80939717291,2,25,INSVC,UNION ST,Downtown,PCC, ,46,145.354507735536,3,MINOR TRANSIT ROUTE,UNION ST BETWEEN 6TH AVE AND 7TH AVE,101000060,7TH AVE,6TH AVE
20078,20078,2,Minor Arterial,2100,13507,SE,NW,20079,F,29722,BLANCHARD ST AND WESTERN AVE,LENORA ST AND WESTERN AVE,N,21673,Y,NW, ,ART,25,0,NW,426.0,"{'paths': [[[-13619357.718574, 6042409.90034936], [-13619366.7580184, 6042417.84762852], [-13619411.0645482, 6042456.69895653], [-13619502.4764612, 6042536.85448449]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",426.06600115045796,1,25,INSVC,WESTERN AVE,Downtown Neighborhood,AC/PCC, ,46,192.54142938026,3,MINOR TRANSIT ROUTE,WESTERN AVE BETWEEN LENORA ST AND BLANCHARD ST,104200210,BLANCHARD ST,LENORA ST
20093,20093,2,Minor Arterial,700,14598,W,E,20094, ,29743,HARVARD AVE AND E PIKE ST,BOYLSTON AVE AND E PIKE ST,N,21688,N, , ,ART,38,0,E,319.0,"{'paths': [[[-13616978.7647867, 6042888.31655237], [-13616974.137178, 6042887.56500842], [-13616970.6571796, 6042886.76393171], [-13616965.8786399, 6042885.98795897], [-13616962.4155208, 6042886.05522125], [-13616958.5026731, 6042885.26231482], [-13616951.5756719, 6042885.35129206], [-13616835.100917, 6042887.68662167]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",319.015264739923,1,25,INSVC,E PIKE ST,Urban Village Neighborhood,AC/PCC, ,48,143.982268876421,3,MINOR TRANSIT ROUTE,E PIKE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,114650070,HARVARD AVE,BOYLSTON AVE
20102,20102,1,Principal Arterial,500,15320,NW,SE,20103, ,27022,FREMONT PL N AND N 36TH ST,DAYTON AVE N AND N 36TH ST,Y,21697,N, , ,ART,50,0,SE,269.0,"{'paths': [[[-13620202.2822861, 6049115.47149222], [-13620140.2659987, 6049094.42724033], [-13620126.7679944, 6049089.21019106], [-13620119.3250714, 6049086.06694861], [-13620109.947744, 6049081.86521082], [-13620099.7182366, 6049076.03499567], [-13620090.6942425, 6049068.94703399]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",269.02800060042097,1,30,INSVC,N 36TH ST,Urban Village Main,AC/PCC, ,54,121.56487757424999,2,MAJOR TRANSIT ROUTE,N 36TH ST BETWEEN DAYTON AVE N AND FREMONT PL N,120000050,FREMONT PL N,DAYTON AVE N
20119,20119,0,Not Designated,1300,16756,W,E,20120, ,27104,UNIVERSITY WAY NE AND NE 41ST ST,BROOKLYN AVE NE AND NE 41ST ST,N,21714,N, , ,NON-ART,0,0,E,285.0,"{'paths': [[[-13615976.9722842, 6049955.28776708], [-13615848.2629285, 6049952.97984718]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",284.990611752589,4,20,INSVC,NE 41ST ST,Urban Village Neighborhood Access,AC/PCC, ,0,128.730046016152,0,NOT DESIGNATED,NE 41ST ST BETWEEN BROOKLYN AVE NE AND UNIVERSITY WAY NE,132100130,UNIVERSITY WAY NE,BROOKLYN AVE NE
20121,20121,3,Collector Arterial,1000,16893,W,E,20122, ,25800,11TH AVE NE AND NE 47TH ST,ROOSEVELT WAY NE AND NE 47TH ST,N,21716,N, , ,ART,79,0,E,262.0,"{'paths': [[[-13616313.2915905, 6050991.50768426], [-13616194.7491648, 6050990.5213594]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",262.414240864978,2,30,INSVC,NE 47TH ST,Urban Village Neighborhood,PCC, ,41,118.546528890598,0,NOT DESIGNATED,NE 47TH ST BETWEEN ROOSEVELT WAY NE AND 11TH AVE NE,133050100,11TH AVE NE,ROOSEVELT WAY NE
20151,20151,0,Not Designated,3900,19298,W,E,20152, ,33560,42ND AVE S AND S ANGELINE ST,39TH AVE S AND S ANGELINE ST,N,21746,N, , ,NON-ART,38,0,E,672.0,"{'paths': [[[-13612533.7508192, 6033874.53840754], [-13612230.8019302, 6033865.76531439]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",672.224327928554,7,20,INSVC,S ANGELINE ST,Urban Village Neighborhood Access,PCC, ,25,303.075892379437,0,NOT DESIGNATED,S ANGELINE ST BETWEEN 39TH AVE S AND 42ND AVE S,152850390,42ND AVE S,39TH AVE S
20167,20167,1,Principal Arterial,200,20484,W,E,20168, ,30506,3RD AVE S AND S JACKSON ST,2ND AVE S AND S JACKSON ST,Y,21762,N, , ,ART,78,0,E,321.0,"{'paths': [[[-13617888.9359825, 6040433.26868411], [-13617886.6804118, 6040433.26337087], [-13617744.0114402, 6040432.92310828]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",321.199911318555,2,25,INSVC,S JACKSON ST,Downtown,AC/PCC, ,42,144.924954306253,3,MINOR TRANSIT ROUTE,S JACKSON ST BETWEEN 2ND AVE S AND 3RD AVE S,162850020,3RD AVE S,2ND AVE S
20169,20169,0,Not Designated,0,20622,W,E,20170, ,31216,1ST AVE S AND S LANDER ST,UTAH AVE S AND S LANDER ST,N,21764,N, , ,NON-ART,18,0,E,228.0,"{'paths': [[[-13618283.8091693, 6037232.94477442], [-13618180.9412597, 6037232.90509489]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",228.073032070354,0,20,INSVC,S LANDER ST,Minor Industrial Access,AC, ,44,102.86791723331899,0,NOT DESIGNATED,S LANDER ST BETWEEN UTAH AVE S AND 1ST AVE S,164200008,1ST AVE S,UTAH AVE S
20215,20215,0,Not Designated,900,163882,SW,NE,20216,T,163867,ALOHA ST AND FAIRVIEW NR AVE N,FAIRVIEW PL N AND FAIRVIEW NR AVE N,N,21810,Y,SW, ,NON-ART,0,0,NE,426.0,"{'paths': [[[-13618191.6567197, 6044941.29619049], [-13618167.3029916, 6044939.02747703], [-13618056.8620621, 6045066.04917073]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",426.384945574716,0,20,INSVC,FAIRVIEW NR AVE N, , , ,0,192.77943179918,0,NOT DESIGNATED,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,067510090,ALOHA ST,FAIRVIEW PL N
20240,20240,0,Not Designated,500,1730,S,N,20241, ,29807,13TH AVE AND E BARCLAY CT,13TH AVE AND E JEFFERSON ST,N,21835,N, , ,NON-ART,37,0,N,232.0,"{'paths': [[[-13616095.9189215, 6041588.39870737], [-13616095.3962341, 6041693.1992332]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",231.532334251166,2,20,INSVC,13TH AVE,Urban Village Neighborhood Access,PCC, ,40,104.80182926071,0,NOT DESIGNATED,13TH AVE BETWEEN E JEFFERSON ST AND E BARCLAY CT,003850050,E BARCLAY CT,E JEFFERSON ST
20269,20269,3,Collector Arterial,400,4542,S,N,20270, ,28650,3RD AVE W AND W REPUBLICAN ST,3RD AVE W AND W HARRISON ST,N,21864,N, , ,ART,47,0,N,426.0,"{'paths': [[[-13621124.8790052, 6044218.16480212], [-13621123.9646091, 6044411.01207605]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",425.918845578732,8,25,INSVC,3RD AVE W,Urban Village Neighborhood,AC/PCC, ,36,192.84944174843602,0,NOT DESIGNATED,3RD AVE W BETWEEN W HARRISON ST AND W REPUBLICAN ST,021100040,W REPUBLICAN ST,W HARRISON ST
20286,20286,0,Not Designated,500,6147,S,N,20287,F,28940,4TH AVE N AND MERCER ST,4TH AVE N AND REPUBLICAN ST,N,21881,Y,N, ,NON-ART,86,0,N,420.0,"{'paths': [[[-13619815.7177975, 6044431.31423003], [-13619814.6623472, 6044621.44687528]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",419.91484129263495,0,20,INSVC,4TH AVE N,Urban Village Neighborhood Access,PCC, ,38,190.135574698733,0,NOT DESIGNATED,4TH AVE N BETWEEN REPUBLICAN ST AND MERCER ST,031350050,MERCER ST,REPUBLICAN ST
20310,20310,1,Principal Arterial,200,8530,S,N,20311, ,28799,9TH AVE N AND THOMAS ST,9TH AVE N AND JOHN ST,Y,21905,N, , ,ART,67,0,N,426.0,"{'paths': [[[-13618801.8384758, 6043819.79387857], [-13618800.7747409, 6044012.76573401]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",426.215324300119,1,25,INSVC,9TH AVE N,Urban Village Main,AC/PCC, ,44,192.974787274583,3,MINOR TRANSIT ROUTE,9TH AVE N BETWEEN JOHN ST AND THOMAS ST,048950020,THOMAS ST,JOHN ST
20312,20312,1,Principal Arterial,1200,8722,SE,NW,20313, ,29633,ALASKAN WAY AND UNIVERSITY ST,ALASKAN WAY AND SENECA ST,Y,21907,N, , ,ART,78,0,NW,311.0,"{'paths': [[[-13618801.1858399, 6041420.15361064], [-13618872.4555889, 6041541.16583921]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",310.51594219307003,0,25,INSVC,ALASKAN WAY,Downtown,PCC, ,47,140.439797056567,3,MINOR TRANSIT ROUTE,ALASKAN WAY BETWEEN SENECA ST AND UNIVERSITY ST,050450120,UNIVERSITY ST,SENECA ST
20323,20323,0,Not Designated,300,9642,SW,NE,20324, ,29669,4TH AVE AND CEDAR ST,3RD AVE AND CEDAR ST,N,21918,N, , ,NON-ART,41,0,NE,322.0,"{'paths': [[[-13619817.0244708, 6043393.81737499], [-13619721.4118801, 6043503.5153175]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",321.84153249591,2,20,INSVC,CEDAR ST,Downtown Neighborhood Access,AC, ,42,145.517717482227,3,MINOR TRANSIT ROUTE,CEDAR ST BETWEEN 3RD AVE AND 4TH AVE,058750030,4TH AVE,3RD AVE
20347,20347,1,Principal Arterial,600,12202,SW,NE,20348,F,29894,7TH AVE AND PIKE ST,6TH AVE AND PIKE ST,Y,21942,Y,NE, ,ART,51,0,NE,322.0,"{'paths': [[[-13618210.2133293, 6042404.88516689], [-13618123.5529389, 6042458.61062895], [-13618086.6528668, 6042481.49484692]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",321.866987397592,3,25,INSVC,PIKE ST,Downtown,PCC, ,33,145.383049475751,2,MAJOR TRANSIT ROUTE,PIKE ST BETWEEN 6TH AVE AND 7TH AVE,091550060,7TH AVE,6TH AVE
20358,20358,0,Not Designated,2100,13554,S,N,20359, ,28038,WESTLAKE EAST RDWY AVE N AND MCGRAW ST,CROCKETT ST AND WESTLAKE EAST RDWY AVE N,N,21953,N, , ,NON-ART,68,0,N,606.0,"{'paths': [[[-13618891.8179384, 6046858.86219046], [-13618896.3567103, 6046870.05426914], [-13618990.5913793, 6047114.87340121]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",606.0954454244339,0,20,INSVC,WESTLAKE EAST RDWY AVE N,Neighborhood Yield Street,AC/PCC, ,36,274.406523573792,0,NOT DESIGNATED,WESTLAKE EAST RDWY AVE N BETWEEN CROCKETT ST AND MCGRAW ST,104450210,MCGRAW ST,CROCKETT ST
20366,20366,2,Minor Arterial,300,14627,W,E,20367, ,29863,BELLEVUE AVE AND E PINE ST,MELROSE AVE AND PINE ST,N,21961,N, , ,ART,60,0,E,271.0,"{'paths': [[[-13617479.9558608, 6043081.26140598], [-13617357.5526183, 6043077.9145349]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",271.30182685349996,5,25,INSVC,E PINE ST,Urban Village Neighborhood,PCC, ,50,122.448990740676,2,MAJOR TRANSIT ROUTE,E PINE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,114800030,BELLEVUE AVE,MELROSE AVE
20435,20435,2,Minor Arterial,1500,10085,S,N,20436, ,28031,DEXTER AVE N AND GARFIELD N ST,DEXTER AVE N AND GARFIELD S ST,N,20026,N, , ,ART,76,0,N,154.0,"{'paths': [[[-13619080.5761795, 6046014.69769767], [-13619080.6420582, 6046084.25902646]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",153.599342467844,4,30,INSVC,DEXTER AVE N,Neighborhood Corridor,AC/PCC, ,54,69.5613599847853,3,MINOR TRANSIT ROUTE,DEXTER AVE N BETWEEN GARFIELD S ST AND GARFIELD N ST,063900152,GARFIELD N ST,GARFIELD S ST
20446,20446,0,Not Designated,3400,10264,S,N,20447, ,27038,EVANSTON AVE N AND N 35TH ST,EVANSTON AVE N AND N 34TH ST,N,20037,N, ,SDOT,NON-ART,63,0,N,334.0,"{'paths': [[[-13620084.7844875, 6048794.37432203], [-13620084.2500192, 6048945.64304649]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",333.91157787778803,4,20,INSVC,EVANSTON AVE N,Urban Village Neighborhood Access,PCC, ,36,151.269668660635,0,NOT DESIGNATED,EVANSTON AVE N BETWEEN N 34TH ST AND N 35TH ST,066950340,N 35TH ST,N 34TH ST
20476,20476,0,Not Designated,1600,10842,S,N,20477, ,29735,HARVARD AVE AND E OLIVE ST,HARVARD AVE AND E PINE ST,N,20067,N, , ,NON-ART,0,0,N,427.0,"{'paths': [[[-13616837.2143635, 6043079.22330377], [-13616839.3183483, 6043272.120105]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",426.105037965298,4,20,INSVC,HARVARD AVE,Urban Village Neighborhood Access,AC/PCC, ,0,192.908275297001,0,NOT DESIGNATED,HARVARD AVE BETWEEN E PINE ST AND E OLIVE ST,071850160,E OLIVE ST,E PINE ST
20482,20482,1,Principal Arterial,1200,10964,SW,NE,20483,F,29850,HOWELL ST AND YALE AVE,HOWELL ST AND MINOR AVE,Y,20073,Y,NE, ,ART,27,0,NE,322.0,"{'paths': [[[-13617775.5200602, 6043345.8216039], [-13617680.2296705, 6043455.00612855], [-13617679.7781522, 6043455.50146579]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",322.002271769327,1,25,INSVC,HOWELL ST,Downtown,AC/PCC, ,42,145.5892522693,1,PRINCIPAL TRANSIT ROUTE,HOWELL ST BETWEEN MINOR AVE AND YALE AVE,073900120,YALE AVE,MINOR AVE
20487,20487,0,Not Designated,900,11079,W,E,20488, ,28800,JOHN ST AND TERRY AVE N,JOHN ST AND WESTLAKE AVE N,N,20078,N, , ,NON-ART,0,0,E,322.0,"{'paths': [[[-13618656.7869848, 6043818.96688895], [-13618511.5201319, 6043818.11580633]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",321.836344208063,4,20,INSVC,JOHN ST,Urban Village Neighborhood Access,AC/PCC, ,0,145.26934604093202,0,NOT DESIGNATED,JOHN ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,079000095,TERRY AVE N,WESTLAKE AVE N
